"","CDR3","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4","MN_EARN_WNE_INC1_P6","C150_4_WHITE","PCT25_EARN_WNE_P6","NPT4_75UP_PUB","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP"
"1706",0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533",0.073,0.6332665331,25600,35700,0.0424657534,NA,0.532,NA,25400,NA,13900,NA,NA,NA
"7703",NA,0.6323529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5531",0.288,0.5175846052,NA,NA,0.1327178304,9553,NA,NA,NA,NA,NA,12899,NA,NA
"2659",0.052,NA,14000,NA,NA,NA,0.12,0,NA,0.9487,NA,NA,0.83429542857142,0.70002857142857
"309",0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",0.185,0.4514285714,34300,NA,0.152284264,9975,0.6,NA,NA,NA,NA,NA,NA,NA
"5682",0.055,0.5051903114,20200,NA,0.1045576408,NA,0.358,NA,NA,NA,NA,NA,NA,NA
"7056",0.234,0.5873140172,NA,NA,0.0321046373,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4762",0.131,0.5316455696,21300,27600,0.047267356,NA,0.325,NA,20000,NA,10500,NA,NA,NA
"4728",0.212,0.6014551334,21400,29300,0.0225251926,NA,0.34,0.25,18600,0.4738,9700,NA,0.41036090014064,0.29035161290322
"5357",0,NA,35200,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA
"3577",0.131,0.4841463415,19400,27000,0.0567951318,NA,0.291,0.1923,18000,1,9300,NA,0.3136683046683,0.35165154639175
"20",NA,0.5297113752,24300,34300,NA,3115,0.403,NA,22700,NA,11600,6040,NA,NA
"3146",0.125,0.5494505495,15600,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,NA
"2284",0.11,0.5435992579,18300,NA,0.0545718433,NA,0.282,NA,NA,NA,NA,NA,NA,NA
"1214",0.181,0.5100738751,30300,40400,0.060199005,NA,0.562,0.2222,27500,0.5085,16200,NA,0.47705076530612,NA
"6145",0.137,0.421686747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6535",0.103,0.5546852335,24200,33400,0.0614472123,NA,0.46,NA,22000,NA,11700,NA,NA,NA
"2274",0.205,0.6660884649,20600,30400,0.0559392265,NA,0.363,NA,18500,NA,8100,NA,NA,NA
"4938",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",NA,0.5412844037,22800,30500,NA,4730,0.379,NA,NA,NA,11400,NA,NA,NA
"2181",0.035,0.2325334143,36900,46700,0.1701604742,11759,0.725,NA,34600,NA,23600,14593,NA,NA
"2852",0.311,0.4193888303,20400,27600,0.0744680851,11662,0.321,0.1115,18800,0,9800,11888,0.23637074380165,0.29532816419612
"4929",0.114,0.58125,23200,NA,NA,8029,0.458,NA,NA,NA,NA,NA,NA,NA
"1932",0.206,0.5221782448,31300,42500,0.0562410035,NA,0.549,0.2,23800,0.5,14600,NA,0.37931206896551,NA
"3015",0.125,0.4953703704,30600,37900,0.1574468085,NA,0.605,0.2965,27700,0.4453,18800,NA,0.33048583690987,0.33258468271334
"3692",0.264,0.5330490405,28900,38800,0.1154529307,7102,0.487,NA,25600,NA,11100,10766,NA,NA
"1612",0.043,0.4126984127,24700,NA,0.1643835616,NA,0.452,NA,NA,NA,NA,NA,NA,NA
"7399",0.109,0.4844080169,28400,38300,0.1150308408,NA,0.544,NA,23500,NA,15300,NA,NA,NA
"1559",0.06,0.3247600768,33500,43000,0.1644619235,17048,0.634,0.1273,33900,0.3354,19200,20494,0.3294684822845,0.36580957683741
"3394",NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,0.47823913043478,0.46477183098591
"2538",0.071,NA,NA,NA,0.1515151515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",0.45,0.332326284,15800,24300,NA,NA,0.245,NA,14700,0,3900,NA,0.26012331838565,NA
"1760",0.023,0.1798029557,44400,56600,0.1670588235,NA,0.65,0.8848,NA,0.9747,17400,NA,0.95355004642525,0.96257923292797
"4953",0.043,0.5631067961,50800,58500,0.1422018349,NA,0.922,NA,NA,NA,39500,NA,NA,NA
"6183",0.222,0.5299539171,NA,NA,0.1484375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481",0.094,0.2798833819,26100,32600,0.2258064516,NA,0.489,0.396,26800,0.5609,15000,NA,0.52534736842105,0.5187782881002
"5118",0.16,0.5394716354,22200,29800,0.0424497197,NA,0.366,NA,19500,NA,10800,NA,NA,NA
"6952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4985",NA,0.6349206349,19700,NA,NA,8064,0.322,NA,NA,NA,NA,NA,NA,NA
"3126",0.018,0.4077380952,36600,47900,0.2011019284,NA,0.627,0.55,31500,0.697,16900,NA,0.58331818181818,0.44737368421052
"4048",0.027,0.3367467507,47900,61200,0.1437804338,13566,0.758,0.613,49500,0.8454,25700,23254,0.82799288425047,0.82292158018867
"399",0,0.4876033058,17200,26600,NA,NA,0.281,NA,NA,NA,5800,NA,NA,NA
"2967",0.111,0.3829162692,32900,43800,0.1833471188,8331,0.614,0.1333,26500,0.4118,18500,11109,0.33334216867469,0.31801072796934
"6042",0.133,0.44,NA,NA,0.1233480176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5874",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"4052",0.14,0.4195470799,29300,38100,0.0861268695,6918,0.53,NA,27900,NA,15400,12722,NA,NA
"127",0.126,0.5513491744,19400,26300,0.0613842781,NA,0.272,NA,NA,NA,9900,NA,NA,NA
"1462",0.059,0.3944281525,45600,57300,0.1721311475,NA,0.785,0.3213,35200,0.5,26300,NA,0.51332015209125,0.5063529113924
"3873",0.171,0.3674863388,26600,34600,0.1619537275,14469,0.527,0.2036,23200,0.392,16700,18251,0.36137798913043,0.31936492537313
"937",0.091,0.4282722513,37700,48300,0.1285583104,NA,0.686,0.3545,28900,0.4575,21500,NA,0.45710198019801,0.46842358803986
"2189",0.181,0.5100738751,30300,40400,0.060199005,NA,0.562,0.1872,27500,0.3256,16200,NA,0.30047716346153,0.33671360544217
"2080",0.088,0.5205479452,35700,NA,0.1739130435,15155,0.736,NA,NA,NA,NA,19927,NA,NA
"5345",0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4214",NA,0.5926966292,16300,18800,NA,NA,0.162,NA,NA,NA,5300,NA,NA,NA
"6214",0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6924",0.224,0.501216545,19900,28600,0.0753768844,NA,0.32,NA,20000,NA,9400,NA,NA,NA
"4740",0.081,0.7064220183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5700",0.236,0.4777070064,NA,NA,0.1286549708,NA,NA,0.0323,NA,0.0588,NA,NA,0.10446268656716,0.37498541666666
"273",0.201,0.5564689064,30600,41400,0.1061170213,6046,0.519,NA,29200,NA,13000,9961,NA,NA
"1304",0.04,0.2494214451,37200,45300,0.2069977979,14980,0.76,0.3788,34500,0.6486,25500,16415,0.65203692860811,0.68196026058631
"2156",0.02,0.1757259866,46600,57200,0.1258041458,NA,0.806,0.6575,45800,0.7989,28800,NA,0.76903490419471,0.75968759689922
"1333",0.132,0.3402298851,31200,39900,0.2025316456,NA,0.61,0.2529,30300,0.3852,18200,NA,0.38080529801324,0.3846282051282
"2379",0.114,0.5201465201,19500,NA,0.0555555556,NA,0.274,NA,NA,NA,NA,NA,NA,NA
"1980",NA,0.5675675676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629",NA,0.6101694915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",0.007,NA,99500,137300,NA,NA,0.955,NA,97700,NA,59100,NA,NA,NA
"6771",0.263,0.6718680339,18000,24000,0.0268997983,NA,0.221,NA,17700,NA,10100,NA,NA,NA
"3968",0.045,0.2772770079,36600,46800,0.1502926161,20723,0.647,0.3371,39400,0.5861,19900,24764,0.57969204514915,0.58399812035552
"2311",0.022,0.1967914439,59700,76200,0.1242236025,NA,0.87,0.4041,57000,0.8144,41800,NA,0.80392827521206,0.78920996884735
"7414",0.225,0.5088692224,27500,37600,0.1009533566,NA,0.512,NA,24000,NA,14000,NA,NA,NA
"1858",0.249,0.464673913,22700,30600,0.1443053071,8849,0.349,NA,20500,NA,10500,12997,NA,NA
"7559",0.128,0.5663651468,20800,26900,0.053074166,NA,0.279,NA,19700,NA,10900,NA,NA,NA
"2626",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
"2192",0.077,0.4264516129,37600,48300,0.1533714286,11970,0.684,0.1398,36700,0.4036,20800,15958,0.40932620689655,0.46509228519195
"6993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799",0.035,0.1881533101,63000,75700,0.1464646465,NA,0.904,0.1179,63600,0.6142,54400,NA,0.58836610169491,0.61421176470588
"4732",0.159,0.701754386,16100,NA,NA,NA,0.213,NA,NA,NA,NA,NA,NA,NA
"6547",0.136,0.5047904192,29500,39700,0.0944309927,NA,0.557,NA,25700,NA,13600,NA,NA,NA
"6402",0.083,0.5437616387,19600,27100,0.0528556226,NA,0.293,NA,NA,NA,9600,NA,NA,NA
"7494",0.161,0.5172413793,NA,NA,0.1111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6549",0.142,0.5405569007,21800,30500,0.0757575758,NA,0.391,NA,19100,NA,10000,NA,NA,NA
"6680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4119",0.18,NA,18200,24400,NA,NA,0.255,NA,NA,NA,8800,NA,NA,NA
"391",0.162,0.5244969379,27900,37200,0.082278481,8321,0.452,NA,26600,NA,10700,12633,NA,NA
"6754",NA,0.669250646,17900,23000,NA,NA,0.218,NA,17700,NA,9200,NA,NA,NA
"2989",0.217,0.5046812305,26300,36700,0.1560341325,14281,0.465,0.1334,22300,0.3244,12900,17361,0.29348726415094,0.2293752688172
"17",0.1,0.4313358302,33600,44600,0.1181525242,NA,0.599,0.1193,26000,0.3464,17200,NA,0.26223189823874,0.35215725806451
"6888",0.5,0.5555555556,NA,NA,0.1111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285",0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",0.061,0.30213533,33600,43700,0.1469398408,15903,0.611,0.2314,32300,0.5543,18500,18892,0.54439590434304,0.59078572811506
"3807",0.261,0.4793650794,24200,32700,0.0625832224,NA,0.41,0.0169,22200,0,10900,NA,0.13553017902813,0.12534305177111
"7674",0.217,0.5244519393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",0.131,0.4348438601,30900,41800,0.1290051476,10030,0.547,NA,28200,NA,15100,13872,NA,NA
"1819",0.249,0.4296701671,27800,38300,0.1268115942,6613,0.495,NA,24100,NA,13500,9812,NA,NA
"7032",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",0.031,0.2966507177,22400,28600,0.1511111111,NA,0.359,0.4875,NA,0.5507,13300,NA,0.56050828025477,0.51409859154929
"7175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6934",0.05,0.7044609665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",0.213,0.5538171691,23000,31600,0.0558375635,NA,0.399,NA,19400,0.3409,10300,NA,0.34411363636363,NA
"2582",0.023,0.1544117647,38200,49900,0.1113043478,NA,0.689,0.8466,33900,0.8698,19200,NA,0.86354992503748,0.86237862371888
"5400",0.233,0.6007194245,19400,27800,NA,NA,0.293,NA,18400,NA,6100,NA,NA,NA
"6410",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"6046",0.113,0.4583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4315",0.234,0.5873140172,19800,27400,0.0321046373,NA,0.306,NA,18200,NA,10100,NA,NA,NA
"6863",0.16,0.5394716354,22200,29800,0.0424497197,NA,0.366,NA,19500,NA,10800,NA,NA,NA
"3783",0.1,0.3623188406,29400,39100,0.1910219675,NA,0.53,0.1467,28400,0.4364,15500,NA,0.36310291262135,0.39238228882833
"5745",0.161,0.6077694236,22700,29100,0.0734109221,NA,0.346,NA,20000,NA,9700,NA,NA,NA
"7557",0.098,0.482039524,NA,NA,0.0995554732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",0.243,0.4628378378,30600,39800,0.0892857143,NA,0.6,NA,29000,NA,15600,NA,NA,NA
"5221",0.224,0.5776997366,24600,34600,0.0629951691,NA,0.465,NA,21700,NA,11600,NA,NA,NA
"6428",0.133,0.5179640719,20100,27300,0.0765864333,NA,0.311,NA,18200,NA,9700,NA,NA,NA
"5191",NA,0.4327731092,20400,28300,NA,2931,0.324,NA,NA,NA,8900,5042,NA,NA
"2979",0.047,0.5652173913,32100,NA,0.1262135922,NA,0.662,NA,NA,NA,NA,NA,NA,NA
"7353",0.18,0.5826513912,NA,NA,0.0746511313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139",0.11,0.3977695167,31800,45900,0.1215277778,6517,0.527,NA,25600,NA,16300,9345,NA,NA
"2028",0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373",0.102,0.3841911765,39800,49100,0.1658456486,13409,0.742,NA,37100,NA,24000,16325,NA,NA
"91",0.093,0.5195702226,19500,28200,0.072300183,NA,0.308,NA,17700,NA,7600,NA,NA,NA
"1816",0.072,0.5403726708,15300,NA,NA,NA,0.136,NA,NA,NA,NA,NA,NA,NA
"4311",0.151,0.5172798216,27600,38200,0.0896602659,NA,0.486,NA,24100,NA,11400,NA,NA,NA
"596",0.014,0.2085526316,47800,62600,0.1338780641,NA,0.774,0.6569,51800,0.7839,26900,NA,0.76999770013268,0.78092024291498
"3213",0.155,0.4253968254,21800,29700,0.1092436975,NA,0.358,NA,18700,NA,11500,NA,NA,NA
"7488",0.157,NA,22000,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,NA
"4226",0.128,0.3758489217,17800,23800,0.048524343,NA,0.226,0.0673,17200,NA,7800,NA,0.23408901734104,0.307107
"5033",0.118,0.549388523,20100,27700,0.0514120203,NA,0.31,NA,18700,NA,8900,NA,NA,NA
"4000",0.156,0.3961763144,30600,41200,0.0970831519,7207,0.561,NA,27400,NA,14900,13042,NA,NA
"1335",0.18,0.4706493506,25600,36000,0.0696982575,NA,0.481,NA,23400,0.3091,11900,NA,0.3046357615894,NA
"5408",0.118,0.5034129693,18200,NA,0.0886426593,NA,0.293,NA,NA,NA,NA,NA,NA,NA
"914",0.109,0.4210526316,24400,34900,NA,NA,0.469,NA,21400,NA,12800,NA,NA,NA
"3732",0.036,0.4793814433,54200,65700,0.1552511416,NA,0.919,NA,54800,NA,43800,NA,NA,NA
"227",0.025,NA,85500,97300,0.1910828025,NA,0.793,0.8475,NA,0.8925,27300,NA,0.9229175588865,0.90969819413092
"3348",0.016,0.2011331445,118900,153400,NA,NA,0.964,NA,NA,NA,66100,NA,NA,NA
"3137",0.076,0.5357142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7541",0.033,0.3615320367,40800,53600,0.1560886403,NA,0.723,NA,39500,NA,23200,NA,NA,NA
"6564",0.095,0.4403183024,NA,NA,0.1131639723,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6909",NA,0.3922651934,NA,NA,0.0622119816,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",0.072,0.4731182796,25700,34700,0.0543933054,NA,0.446,0.0526,20600,0.2727,11600,NA,0.23627594936708,0.20568226950354
"4108",0.01,NA,49000,57900,0.1878453039,NA,0.892,0.5,NA,0.6667,39900,NA,0.66075,0.7174
"4973",0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",0.17,0.5979081929,26000,36700,0.0572419775,9608,0.445,NA,24400,NA,9900,14966,NA,NA
"4562",0.066,0.4583333333,NA,NA,0.1059907834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",0.168,0.4246575342,24600,36000,NA,NA,0.441,NA,21600,NA,8500,NA,NA,NA
"370",0.083,0.2835820896,29100,43300,0.1635514019,NA,0.496,0.2586,NA,0.45,11700,NA,0.51136818181818,0.59455045045045
"6546",0.202,0.4168865435,28800,39200,0.0495867769,NA,0.527,NA,22600,NA,14300,NA,NA,NA
"308",0.027,0.328358209,49800,68700,0.14,NA,0.727,0.5468,44900,0.662,23700,NA,0.5762409574468,0.57758673469387
"3083",0.159,0.4385769872,38600,47600,0.1662404092,10686,0.631,0.1481,34900,0.3605,17700,13724,0.33259427312775,0.35912784810126
"325",0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6317",0.095,0.4017094017,NA,NA,0.1461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5528",0.023,0.225,58300,75800,0.1360946746,NA,0.776,0.3758,56400,0.5,28600,NA,0.53969301587301,0.55776619718309
"7162",NA,0.58984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7652",0.122,0.5130260521,22600,30900,0.0962837838,NA,0.387,NA,18700,NA,9100,NA,NA,NA
"2639",0.029,NA,74800,102700,0.2023809524,5538,0.896,0.6319,NA,0.7284,45700,8988,0.72747769911504,0.77845109780439
"3329",0.057,0.3053052326,40900,54600,0.1578042283,28201,0.718,0.6556,36000,0.8807,23100,31066,0.85509633000801,0.87609119288815
"7408",0.112,0.5590551181,15000,NA,0.0784313725,NA,0.219,NA,NA,NA,NA,NA,NA,NA
"1248",0.179,0.4771573604,28300,38400,0.1552114147,10931,0.527,0.2245,24700,0.2753,14900,15163,0.23813235887096,NA
"5705",0.068,0.6443298969,25800,33600,0.0682593857,NA,0.488,NA,21800,NA,12900,NA,NA,NA
"4021",0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",0.136,0.3642201835,31000,40200,0.1533388293,15089,0.611,NA,26200,NA,17500,18257,NA,NA
"4941",0.087,0.5038167939,37400,NA,NA,13331,0.769,NA,NA,NA,NA,20972,NA,NA
"6846",0.038,0.4723991507,65000,81400,0.2045814629,NA,0.909,NA,50000,NA,43900,NA,NA,NA
"5922",0.218,0.5827374872,16600,22400,0.0554542138,NA,0.198,NA,15900,NA,7900,NA,NA,NA
"6650",0.152,0.525862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550",0.216,0.6130232558,23500,28200,0.0437869822,NA,0.326,NA,23300,NA,12000,NA,NA,NA
"167",0.095,0.6268412439,24100,32800,NA,8092,0.374,NA,21700,NA,10100,12451,NA,NA
"4563",NA,0.4836601307,18700,NA,0.0558375635,NA,0.208,NA,NA,NA,NA,NA,NA,NA
"3562",0.118,0.2848837209,28500,36400,0.1692708333,NA,0.522,0.3178,NA,NA,15400,NA,0.47386940298507,0.50103678646934
"174",0.192,0.51625,21700,29500,0.061440678,6400,0.349,NA,20700,NA,9700,10419,NA,NA
"132",0.254,0.4879912664,19100,27400,0.0602517986,NA,0.287,0.0448,NA,0.2,7000,NA,0.16836754563894,0.0507304347826
"3836",0.183,0.4206695779,35400,51400,0.12640801,NA,0.599,NA,30100,NA,16400,NA,NA,NA
"5587",0.214,0.4361702128,21400,28300,NA,NA,0.331,NA,18500,NA,11600,NA,NA,NA
"3853",NA,0.4556390977,23500,31600,NA,1616,0.394,NA,20500,NA,10700,NA,NA,NA
"3825",0.147,0.6660268714,15300,19900,0.0390117035,NA,0.12,NA,15500,NA,8400,NA,NA,NA
"7596",0.135,0.5267008047,27000,36400,0.0715976331,NA,0.519,NA,25200,NA,13800,NA,NA,NA
"2421",0.049,0.2835455436,35800,45600,0.1442922374,NA,0.704,NA,34300,0.7317,22800,NA,0.76219609375,NA
"5339",0.077,0.4504132231,NA,NA,0.1428571429,NA,NA,0.3333,NA,0,NA,NA,0.1794641025641,0.09090606060606
"3318",0.057,0.3053052326,40900,54600,0.1578042283,14482,0.718,0.2515,36000,0.4909,23100,18536,0.49574957264957,0.52050977917981
"3804",0.084,0.4049755302,40200,53100,0.1266519824,13016,0.732,0.2586,39800,0.4447,24000,18189,0.44481337792642,0.43015637467476
"3047",0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981",0,NA,NA,NA,NA,NA,NA,0.9091,NA,0.8889,NA,NA,0.81816666666666,0.65712571428571
"2763",0.233,0.3885542169,21000,28700,0.0855263158,NA,0.334,0.1798,18800,1,9600,NA,0.31188479467258,0.31252740384615
"7287",0.114,0.4253235977,32500,42400,0.1192043294,NA,0.592,NA,27900,NA,17300,NA,NA,NA
"4914",0.071,0.5464480874,28200,39000,0.0816326531,NA,0.525,NA,25300,NA,13600,NA,NA,NA
"2474",0.048,0.3170007424,39600,52600,0.1417859577,NA,0.72,0.5092,38100,0.6097,23200,NA,0.60477881773399,0.62241548540798
"2732",0.281,0.623853211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665",0.197,0.4159144099,24900,34300,0.0895034196,8481,0.44,NA,23100,NA,11000,11948,NA,NA
"6323",0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4615",NA,0.5054945055,17500,23500,NA,NA,0.224,NA,NA,NA,7200,NA,NA,NA
"5628",0.16,0.5394716354,22200,29800,0.0424497197,NA,0.366,NA,19500,NA,10800,NA,NA,NA
"5924",0.088,0.4683098592,39100,51200,0.1993670886,NA,0.706,0,29800,NA,22800,NA,NA,NA
"549",0.121,0.6097560976,15600,22300,NA,NA,0.219,NA,NA,NA,6200,NA,NA,NA
"6717",0.151,0.5172798216,27600,38200,0.0896602659,NA,0.486,NA,24100,NA,11400,NA,NA,NA
"4801",0.184,0.5333333333,25600,34500,0.0448877805,NA,0.448,0.246,22200,0.2879,12100,NA,0.42325880149812,0.20856503067484
"2337",0.202,0.4634375,28500,38000,0.1021410579,3581,0.484,NA,26000,NA,13000,6513,NA,NA
"7141",NA,0.5336810083,NA,NA,0.058224163,16519,NA,NA,NA,NA,NA,19084,NA,NA
"482",0.232,0.5193642674,27100,35900,0.0633064516,6309,0.439,NA,25900,NA,10700,9983,NA,NA
"2176",0.098,0.4080924855,31800,41100,0.1791359326,14017,0.593,0.1095,28400,0.3876,17700,16366,0.38330221130221,0.33809064748201
"730",NA,0.2274678112,27800,37700,0.2469135802,NA,0.548,0.3554,28700,0.486,14900,NA,0.51932035087719,0.47617993197278
"4580",0.064,0.5879396985,19400,26800,0.0341047503,NA,0.312,NA,17900,NA,10800,NA,NA,NA
"7696",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5105",0.143,0.416557848,28600,39100,0.1102432493,NA,0.509,0.4672,25000,0.4947,14000,NA,0.4632143769968,0.50918976377952
"4244",0.111,0.1828410689,NA,NA,NA,5790,NA,0.0552,NA,0,NA,NA,0.43854147217235,0.49193087248322
"1942",0.336,0.3827160494,21600,29700,0.1853932584,9552,0.372,NA,18900,NA,9300,13623,NA,NA
"1851",0.182,0.5535211268,19300,27300,0.0764705882,NA,0.327,NA,18300,NA,9800,NA,NA,NA
"5111",0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5159",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5214",0.305,0.7457627119,13900,17300,NA,NA,0.099,NA,NA,NA,8900,NA,NA,NA
"7151",0.131,0.5316455696,NA,NA,0.047267356,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5514",0.217,0.5956834532,29900,44400,0.0728744939,NA,0.548,NA,26700,NA,11300,NA,NA,NA
"124",0.235,0.577092511,20200,27900,0.0431177446,NA,0.341,NA,18500,NA,9700,NA,NA,NA
"2449",0.196,0.6201372998,18400,25700,0.0434108527,NA,0.283,NA,16700,NA,8000,NA,NA,NA
"5623",0.134,0.5430267062,19000,25800,NA,NA,0.273,NA,17800,NA,9800,NA,NA,NA
"4912",0.082,0.3593890386,35200,46900,0.209760274,NA,0.667,0,29000,0,20700,NA,NA,NA
"850",0.123,0.4074074074,24900,NA,0.1052631579,NA,0.416,0.0741,NA,0.4375,NA,NA,0.371,0.43588461538461
"7107",0.126,0.4997422915,NA,NA,0.1032971929,NA,NA,0.2791,NA,0.3714,NA,NA,0.3654,0.250008
"4738",0.09,0.5,15100,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA
"7134",NA,0.5609756098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",0.082,0.4673978365,45500,62000,0.1262035541,10558,0.7,0.0467,36100,0.0357,21200,NA,0.05555,0.09894197952218
"4908",0.157,0.497445425,25800,34800,0.108654422,NA,0.429,0.1,21100,0.2857,11500,NA,0.2535366197183,NA
"43",NA,0.534351145,22900,29600,NA,4703,0.332,NA,21400,NA,10800,NA,NA,NA
"7691",0.116,0.5214854804,NA,NA,0.0731064995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7660",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"1177",0.045,0.196369637,39400,50600,0.1511811024,NA,0.713,0.7467,37300,0.7918,22100,NA,0.79670949367088,0.81540127011007
"4824",0.04,0.476635514,23000,31800,0.0970149254,NA,0.415,NA,20400,NA,11000,NA,NA,NA
"7595",0.135,0.5267008047,27000,36400,0.0715976331,NA,0.519,NA,25200,NA,13800,NA,NA,NA
"7580",0.109,0.4125,40500,56100,0.1012024048,NA,0.652,NA,31300,NA,16800,NA,NA,NA
"5673",0.098,0.5250106883,23900,32400,0.0833914864,NA,0.432,NA,21500,NA,11400,NA,NA,NA
"2310",0.099,0.4433132809,32200,44100,0.1516245487,4697,0.561,NA,29900,NA,13600,7651,NA,NA
"4125",0.022,0.1698113208,27700,35400,0.2512690355,NA,0.484,0.3296,27100,0.462,15500,NA,0.46571843971631,0.50265957446808
"1940",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"6258",0.305,0.4386288242,28400,36600,0.0896510229,NA,0.531,NA,26000,NA,15300,NA,NA,NA
"277",0.024,0.3009367681,36200,47700,0.156512605,NA,0.626,0.4724,33900,0.6098,17700,NA,0.58592585895117,0.51725172413793
"7088",NA,0.4596774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,0.4285714286,NA,NA,0.1509433962,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3935",0.051,0.3339469809,36800,47800,0.1547271502,13067,0.685,0.2365,34500,0.5144,21300,15550,0.513844914611,0.53609951373693
"4098",0.062,0.6214876033,18000,25100,0.1078838174,NA,0.249,NA,16600,NA,7300,NA,NA,NA
"1025",0.166,0.5075987842,24800,34800,0.1188630491,8520,0.418,NA,21600,NA,11800,10260,NA,NA
"1742",0.159,0.5924644368,22800,32300,0.0540691193,NA,0.431,NA,20600,NA,10900,NA,NA,NA
"3407",0.112,0.6166666667,17700,25800,0.1014492754,NA,0.276,NA,16100,NA,7000,NA,NA,NA
